commit_or_run_id	stage	model_family	feature_lane	cv_mae	cv_mae_std	validation_mae	runtime_seconds	status	params_summary	description
20260506-232130-deepen-geo_signal	ablate	xgboost	geo_signal	50939.812378	5058.366401		37.568486	ablate	ablate_c1=max_depth4	ablate c1: drop max_depth=6 (revert to 4)
20260506-232300-deepen-geo_signal	ablate	xgboost	geo_signal	49827.172865	4691.048786		45.974429	ablate	ablate_c2=subsample08	ablate c2: drop subsample=0.9 (revert to 0.8)
20260506-232455-deepen-geo_signal	ablate	xgboost	geo_signal	49676.073831	4739.437728		45.413517	ablate	ablate_c3=colsample08	ablate c3: drop colsample=0.7 (revert to 0.8)
20260506-232747-deepen-geo_signal	ablate	xgboost	geo_signal	49632.105105	4686.837453		45.311109	ablate	ablate_c4=reg_lambda1	ablate c4: drop reg_lambda=2.0 (revert to 1.0)
20260506-233001-deepen-geo_signal	confirm	xgboost	geo_signal	49827.484376	4929.998399		43.694061	confirm	confirm_seed2026	confirm seed=2026: promoted recipe (max_depth=6 only)
20260506-235058-smoke-all_numeric	smoke	tree_bagging_rf	all_numeric	61056.896544	3650.759291		17.876191	keep	single_knob=all_numeric	Stage 1 smoke iter1: RandomForestRegressor(n_est=200,max_depth=18,mls=2,max_features=sqrt) on all_numeric lane (excl parcel_ids/transferred_parcel_ids). Fair anchor vs xgboost smoke iter1 (53600.06) and HGB iter1 (70431.74).
20260506-235444-smoke-numeric_plus_basic_cats	smoke	tree_bagging_rf	numeric_plus_basic_cats	60925.658390	3521.695311		18.901669	keep	single_knob=numeric_plus_basic_cats	Smoke iter2: all_numeric + OHE(property_type, transaction_type)
20260506-235558-smoke-derived_ratios	smoke	tree_bagging_rf	derived_ratios	61040.762826	3561.893607		18.694125	keep	single_knob=derived_ratios	Smoke iter3: all_numeric + 5 structural ratios (drops OHE cats from iter2)
20260506-235748-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	60429.906927	3686.804853		19.489034	keep	single_knob=add_ratios	Deepen iter1: add 5 structural ratios on top of cats baseline
20260507-000004-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	59018.931977	3243.107523		17.093269	keep	single_knob=commune_target_enc20	Deepen iter2: add commune_first target encoding (smoothed=20, fold-safe)
20260507-000122-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	58363.157460	3050.980439		17.359594	keep	single_knob=cadastral_target_enc20	Deepen iter3: add cadastral_first target encoding (smooth=20)
20260507-000239-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	58712.075009	3223.626844		18.824930	keep	single_knob=date_ordinal	Deepen iter4: add transaction_date as date_ordinal (days since 2014-01-01)
20260507-000421-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	58265.006521	3235.011745		17.932489	keep	single_knob=commune_freq	Deepen iter5: REVERT date_ordinal, add commune frequency encoding (count of train records per commune)
20260507-000534-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	57734.634210	3422.838370		18.108412	keep	single_knob=property_type_te20	Deepen iter6: add property_type target encoding (smooth=20) alongside OHE
20260507-000647-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	54221.871428	5216.213253		18.101489	keep	single_knob=log1p_target	Deepen iter7: log1p target -- HGB iter21 saw lift, xgboost saw none; RF with squared_error criterion may benefit
20260507-000809-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	54241.399532	5157.209133		17.923641	keep	single_knob=transaction_type_te20	Deepen iter8: add transaction_type target encoding (smooth=20) alongside OHE
20260507-000930-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	53939.822863	5161.078515		18.495922	keep	single_knob=presence_flags	Deepen iter9: add 5 presence flags (has_apt, has_house, has_land, has_commercial, has_built)
20260507-001053-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	53716.087872	5057.265049		18.252606	keep	single_knob=drop_ohe	Deepen iter10: drop OHE cats; rely solely on target_enc + presence_flags for cat signal (simplification test)
20260507-001214-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	52688.630162	5089.047706		76.172609	keep	single_knob=criterion_absolute_error	Tune iter1: criterion=absolute_error -- direct loss-metric alignment for sklearn RF. Note ~10x slower split computation expected.
20260507-001442-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	52630.892352	5122.855966		172.866904	keep	single_knob=n_est500	Tune iter2: n_estimators=500 (was 200) -- more trees for better averaging. Will be slower.
20260507-001822-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	52467.122798	5107.172304		78.876620	keep	single_knob=max_depth_none	Tune iter3: REVERT n_est to 200, set max_depth=None (unlimited)
20260507-002028-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	52817.517475	5167.958500		87.470833	keep	single_knob=mls1	Tune iter4: min_samples_leaf=1 (was 2)
20260507-002240-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	51735.626204	4968.570037		170.581396	keep	single_knob=mf0.5	Tune iter5: REVERT mls=2; max_features=0.5 (was sqrt)
20260507-002621-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	51790.622611	4998.576552		234.409149	keep	single_knob=mf0.7	Tune iter6: max_features=0.7
20260507-003114-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	51173.890739	4772.785534		266.650868	keep	single_knob=bootstrap_false	Tune iter7: REVERT mf=0.5; bootstrap=False (pasting)
20260507-003626-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	51096.099396	4727.844216		208.909192	keep	single_knob=mf0.4	Tune iter8: max_features=0.4 (was 0.5)
20260507-004037-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	51017.192638	4700.916175		208.657923	keep	single_knob=smooth10	Tune iter9: target_enc smooth=10 (was 20)
20260507-004448-deepen-numeric_plus_basic_cats	deepen	tree_bagging_rf	numeric_plus_basic_cats	51026.895794	4637.322504		205.707072	keep	single_knob=smooth5	Tune iter10: target_enc smooth=5 (was 10)
20260507-004953-deepen-numeric_plus_basic_cats	ablate	tree_bagging_rf	numeric_plus_basic_cats	51333.953948	4628.455346		22.510062	ablate	ablate_c1=criterion_squared_error	Ablate c1: revert criterion to squared_error
20260507-005053-deepen-numeric_plus_basic_cats	ablate	tree_bagging_rf	numeric_plus_basic_cats	50663.638786	4749.875804		196.184495	ablate	ablate_c2=max_depth_18	Ablate c2: revert max_depth to 18 (NEW family best -- max_depth=None was harmful)
20260507-005449-deepen-numeric_plus_basic_cats	ablate	tree_bagging_rf	numeric_plus_basic_cats	51720.361651	5028.244521		89.045431	ablate	ablate_c3=mf_sqrt	Ablate c3: revert max_features to sqrt
20260507-005647-deepen-numeric_plus_basic_cats	ablate	tree_bagging_rf	numeric_plus_basic_cats	51699.424652	4994.460606		132.391520	ablate	ablate_c4=bootstrap_true	Ablate c4: revert bootstrap=True
20260507-010029-deepen-numeric_plus_basic_cats	confirm	tree_bagging_rf	numeric_plus_basic_cats	50843.010772	4532.314570		196.843587	confirm	confirm_seed2026	Confirm seed=2026 of promoted simplified recipe (W minus max_depth=None)
20260507-200237-smoke-tier1_strong_solo	smoke	xgboost_v2	tier1_strong_solo	58757.975248	4788.771721		28.417053	keep	single_knob=tier1_strong_solo	Stage 1 smoke iter1: 4 cols with strongest solo signal (single-col CV MAE improvement >3500 vs median baseline 92674)
20260507-200404-smoke-tier2_mid_solo	smoke	xgboost_v2	tier2_mid_solo	70155.780588	5476.890917		38.773262	keep	single_knob=tier2_mid_solo	Stage 1 smoke iter2: 4 cols with mid-tier solo signal (single-col CV MAE improvement 0-1400 vs median baseline 92674). Disjoint from tier1.
20260507-200607-smoke-tier3_weak_solo	smoke	xgboost_v2	tier3_weak_solo	64405.689854	4931.599640		41.335302	keep	single_knob=tier3_weak_solo	Stage 1 smoke iter3: long-tail of weak/negative solo cols; tests compositional signal. Excludes constants and transaction_date.
20260507-200956-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	55576.540627	4420.459103		37.389349	keep	single_knob=add_commune_first	Deepen iter1: + commune_first (first token of commune_codes) as native xgboost categorical
20260507-201108-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	53274.567452	4604.199760		42.142007	keep	single_knob=add_cadastral_first	Deepen iter2: + cadastral_first (first token) as native cat. Carry: commune_first.
20260507-201223-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	52889.468612	4455.238757		89.023827	keep	single_knob=add_transaction_type	Deepen iter3: + transaction_type as native cat. Carry: commune_first, cadastral_first.
20260507-201439-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	50676.451513	4339.200658		70.669384	keep	single_knob=add_land_lots_premises	Deepen iter4: + land_area, num_lots, num_premises. Carry: tier1 + commune_first + cadastral_first + transaction_type.
20260507-201632-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	50478.413750	4444.512754		46.921759	keep	single_knob=add_entity_counts	Deepen iter5: + entity counts (num_houses, num_apartments, num_commercial).
20260507-201801-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	50441.160633	4529.044438		54.954694	keep	single_knob=add_room_layout_cluster	Deepen iter6: + room layout cluster as one knob (all area_house_*, num_house_*, area_apt_*, num_apt_*, plus apartment_area, num_house_5plus_rooms).
20260507-201943-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49715.844108	4667.817296		54.246574	keep	single_knob=add_date_ordinal	Deepen iter7: + date_ordinal.
20260507-202118-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49393.961319	4753.166420		56.409370	keep	single_knob=log1p_target	Deepen iter8: log1p target wrap; predict in log space, inverse with expm1.
20260507-202310-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49264.603537	4944.637882		73.360983	keep	single_knob=add_ratios	Deepen iter9: + built_per_premise, land_per_lot, commercial_share, apt_share, houses_per_premise.
20260507-202514-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49424.338944	4721.357091		70.269298	revert	single_knob=add_commune_te20	Deepen iter10: + commune_first_target_enc (smoothed mean, smooth=20). Encoder fit on train fold; applied to val. commune_first kept as native cat too.
20260507-202806-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49392.604199	4927.593822		85.621580	revert	single_knob=max_depth_8	Stage 3 tune iter1: max_depth=8 (was 6); deeper trees on top of W (deepen iter9).
20260507-203005-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	50487.644934	4904.279071		49.692055	revert	single_knob=max_depth_4	Stage 3 tune iter2: max_depth=4 (was 6); shallower.
20260507-203130-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49176.770676	5039.636467		123.216814	revert	single_knob=lr03_nest1000	Stage 3 tune iter3: lr=0.03 + n_est=1000 (capacity_pair: paired tweak; effective compute similar).
20260507-203406-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49660.529694	5204.301892		74.578448	revert	single_knob=mcw2	Stage 3 tune iter4: min_child_weight=2 (was 5); less leaf regularization.
20260507-203601-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49369.593419	4965.807292		68.745308	revert	single_knob=mcw10	Stage 3 tune iter5: min_child_weight=10.
20260507-203740-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49694.021848	5012.895660		63.940582	revert	single_knob=subsample06	Stage 3 tune iter6: subsample=0.6.
20260507-203913-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49154.006497	4961.937821		61.793846	keep	single_knob=colsample06	Stage 3 tune iter7: colsample_bytree=0.6.
20260507-204049-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49707.909867	4926.934498		67.364948	revert	single_knob=colsample10	Stage 3 tune iter8: colsample_bytree=1.0; test other direction.
20260507-204228-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49308.867938	5002.648635		53.819106	revert	single_knob=lambda5	Stage 3 tune iter9: reg_lambda=5.0; more L2 reg.
20260507-204354-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49390.144266	4911.644713		49.936615	revert	single_knob=alpha1	Stage 3 tune iter10: reg_alpha=1.0; add L1 reg.
20260507-204541-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	51038.332708	4928.899342		49.236805	ablate	ablate_a1=drop_commune_first	Ablate a1: LOO remove commune_first from cats; test if it is load-bearing.
20260507-204702-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	50523.148703	4729.411388		46.263495	ablate	ablate_a2=drop_cadastral_first	Ablate a2: LOO remove cadastral_first.
20260507-204822-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	50780.583048	5035.565693		46.261220	ablate	ablate_a3=drop_land_lots_premises	Ablate a3: LOO drop the 3 raw count/area cols added in deepen iter4.
20260507-204944-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49324.444766	4667.493784		48.499048	ablate	ablate_a4=revert_log1p	Ablate a4: LOO disable log1p target wrap.
20260507-205107-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49399.633751	4613.646202		47.932772	ablate	ablate_a5=drop_date_ordinal	Ablate a5: LOO drop date_ordinal.
20260507-205244-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	50298.596370	4492.976338		49.325624	ablate	ablate_a6=drop_log1p_and_date	Ablate a6: combined removal of log1p target wrap AND date_ordinal feature; verify simplified W''.
20260507-205423-deepen-tier1_strong_solo	deepen	xgboost_v2	tier1_strong_solo	49247.426800	4450.305769		53.662787	confirm	confirm_seed2026	Stage 4 confirm seed=2026 of W' (tune_iter7 colsample=0.6 + all kept knobs).
20260507-211730-smoke-baseline_three_only	smoke	xgboost_v3	baseline_three_only	62517.147955	4529.718976		21.386237	keep	smoke_iter1_baseline_three_only	Smoke iter1: XGBoost on ONLY the Ridge baseline's 3 features (built_area, num_lots, num_commercial). Family premise -- the hypothesis IS the feature set, so a single smoke lane is correct here; multi-lane smoke would defeat the purpose of testing this exact constraint. Compare CV MAE vs xgboost_v2 promoted (49247) and Ridge baseline.
20260507-212215-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62653.733441	4618.923423		25.427597	revert	deepen_iter1_log1p_target	Deepen iter1: wrap target with log1p (expm1 inverse). xgboost_v2 found this tie-positive (-322); test if it ports under feature-starved 3-feature regime.
20260507-212419-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	64766.372747	4383.116797		24.668070	revert	deepen_iter2_monotone_constraints	Deepen iter2: monotone_constraints={built_area:+1, num_lots:+1, num_commercial:+1}. Domain knowledge: more area/lots/commercial units => higher value. Should reduce overfitting noise when the model is feature-starved.
20260507-212614-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62496.041697	4704.809125		30.619019	revert	deepen_iter3_target_clip_99p5	Deepen iter3: clip y_train at 99.5th percentile during fit (cap extreme outliers); MAE eval still uses raw y. Tail outliers may be hurting MAE in feature-starved 3-feature regime.
20260507-212746-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62450.704195	4612.418799		29.457808	keep	deepen_iter4_max_depth_4	Deepen iter4 (capacity-knob): max_depth=4 (vs 6). With 3 features, depth-6 trees may overfit interactions. Less capacity = stronger generalization in feature-starved regime.
20260507-213035-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62479.879281	4381.991505		48.367951	revert	deepen_iter5_lr03_nest1000	Deepen iter5: lr=0.03 + n_est=1000 (capacity-pair, slower learning, more trees). Helps converge to a finer optimum on a feature-starved 3-feature problem.
20260507-213211-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62402.517380	4558.998044		31.532687	keep	deepen_iter6_colsample_full	Deepen iter6: colsample_bytree=1.0 (vs 0.8). With only 3 features, 0.8 samples ~2 cols/tree = throws away info every tree.
20260507-213339-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62515.955190	4474.297276		36.554694	revert	deepen_iter7_subsample_full	Deepen iter7: subsample=1.0 (vs 0.8). Drop row-sampling randomness; with feature-starved 3 cols the variance from sampling may not pay for itself.
20260507-213501-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62365.371484	4525.382420		32.312175	keep	deepen_iter8_max_depth_3	Deepen iter8: max_depth=3 (vs 4). Push Occam direction further -- with 3 features depth 3 may regularize even better.
20260507-213647-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62354.507393	4564.555205		32.453719	keep	deepen_iter9_max_depth_2	Deepen iter9: max_depth=2 (vs 3). Test Occam ceiling -- tiny trees, max info per split with 3 features.
20260507-213821-deepen-baseline_three_only	deepen	xgboost_v3	baseline_three_only	62500.857718	4503.934541		31.305396	revert	deepen_iter10_lr_0p1	Deepen iter10: lr=0.1 (vs 0.05). With shallow depth=2 trees, faster learning may find a better optimum within 500 iters.
20260507-214129-ablate-baseline_three_only	ablate	xgboost_v3	baseline_three_only	62689.656963	4456.985345		34.576040	ablate	ablate_a1_revert_max_depth	Ablate a1: revert max_depth to default 6 (keep colsample=1.0). Test whether max_depth=2 was load-bearing vs W'''.
20260507-214312-ablate-baseline_three_only	ablate	xgboost_v3	baseline_three_only	62626.240945	4390.195212		30.975452	ablate	ablate_a2_revert_colsample	Ablate a2: revert colsample_bytree to default 0.8 (keep max_depth=2). Test whether colsample=1.0 was load-bearing vs W'''.
20260507-214500-confirm-baseline_three_only	confirm	xgboost_v3	baseline_three_only	62674.079203	4330.881819		26.216054	confirm	confirm_seed2026	Stage 4 confirm seed=2026 of W''' (deepen iter9 winner: max_depth=2 + colsample=1.0). Verify seed agreement before promotion.
20260507-215240-smoke-v2_plus_geo_hierarchy	smoke	xgboost_v4	v2_plus_geo_hierarchy	49111.528480	4975.370854		43.246474	keep	smoke_laneA_dept_region_cats	Smoke Lane A: v2 base + dept_code (native cat) + region_code (native cat). Tests whether geographic hierarchy above commune adds signal not captured by commune_first cat alone.
20260507-215422-smoke-v2_plus_temporal_cats	smoke	xgboost_v4	v2_plus_temporal_cats	49343.363937	4921.882504		40.721233	revert	smoke_laneB_temporal_cats	Smoke Lane B: v2 base + year (native cat) + month (native cat) + future_sale (numeric). Tests temporal granularity beyond date_ordinal.
20260507-215605-smoke-v2_plus_fold_te	smoke	xgboost_v4	v2_plus_fold_te	49505.392063	4921.569910		37.687597	revert	smoke_laneC_fold_te30	Smoke Lane C: v2 base + fold-safe target encoding on commune_first (smooth=30). TE computed on train fold only, applied to validation. Adds smoothed mean(log1p(value)) signal beyond native cat encoding.
20260507-215826-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49173.361116	4989.365311		39.644306	revert	deepen_iter1_geo_counts	Deepen iter1: add num_communes, num_sections, num_parcels (geographic granularity counts). Single idea: properties spanning multiple geographic units may have different value distributions.
20260507-220033-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49354.933769	4778.189698		39.831908	revert	deepen_iter2_dept_te20	Deepen iter2: add fold-safe dept-level TE (smooth=20). 96 dept levels = much more reliable than 36k commune levels; commune TE failed but dept TE may aggregate signal at the right granularity.
20260507-220239-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48995.706307	4856.334854		38.314732	keep	deepen_iter3_built_per_land	Deepen iter3: add built_per_land = built_area/land_area (terrain density). Trees struggle with explicit ratios; this captures urban-vs-rural density even when both inputs are present.
20260507-220411-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49002.776662	5037.333168		44.472241	revert	deepen_iter4_total_rooms	Deepen iter4: add total_rooms = sum of all num_*_rooms columns. Different size proxy than area features.
20260507-220558-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48750.972819	5086.090839		39.607682	keep	deepen_iter5_built_rel_type	Deepen iter5: add fold-safe built_rel_type = built_area / mean(built_area|property_type) computed from train. Measures property size relative to type norm.
20260507-220755-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49242.500350	4916.367988		38.881375	revert	deepen_iter6_built_rel_commune	Deepen iter6: add fold-safe built_rel_commune = built_area / mean(built_area|commune_first). Measures size relative to local market norm.
20260507-220939-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49390.119340	4909.160864		37.881932	revert	deepen_iter7_built_rel_dept	Deepen iter7: add fold-safe built_rel_dept = built_area / mean(built_area|dept_code). 96 dept levels means more reliable group means than commune-level.
20260507-221123-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49111.687895	4922.482745		42.974610	revert	deepen_iter8_land_rel_type	Deepen iter8: add fold-safe land_rel_type = land_area / mean(land_area|property_type). Analogous to iter5 winner but for land area.
20260507-221317-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49208.416857	4914.076429		38.557882	revert	deepen_iter9_proptype_te20	Deepen iter9: add fold-safe TE on property_type (smooth=20). Low cardinality (~10 types) gives stable means; trees can use the continuous TE complementarily to the cat.
20260507-221501-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49181.916910	5115.375393		36.975767	revert	deepen_iter10_drop_geo_hierarchy	Deepen iter10: drop dept_code and region_code native cats. Test whether they're load-bearing in W''.
20260507-221635-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49355.507787	4997.755469		45.389447	revert	deepen_iter11_house_rel_type	Deepen iter11: add fold-safe house_area_rel_type = house_area / mean(house_area|property_type). Replicate iter5 winner pattern for second-most-important area feature.
20260507-221832-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48682.665867	4964.278827		103.533936	revert	deepen_iter12_ensemble_3seeds	Deepen iter12: predict by averaging 3 XGBoost models with seeds 42, 100, 200. Variance reduction often gives consistent small lift orthogonal to feature engineering.
20260507-222114-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48782.978998	5086.373793		49.572650	revert	deepen_iter13_max_depth_8	Deepen iter13: max_depth=8 (vs 6). v4 has more features than v2; deeper trees may catch new interactions.
20260507-222309-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48895.985933	4834.686555		74.098658	revert	deepen_iter14_blend_log_raw	Deepen iter14: predict by averaging log-target and raw-target XGBoost predictions (50/50). Different target scales = different residual structures, often additive lift.
20260507-222526-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49313.351505	4960.001018		39.841194	revert	deepen_iter15_type_mean_built	Deepen iter15: add type_mean_built = mean(built_area | property_type) per row, fold-safe. Direct group-stat (not ratio) telling model the typical built_area for the type.
20260507-222706-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48939.338358	5110.865558		70.467468	revert	deepen_iter16_lr03_nest1000	Deepen iter16 (tune): lr=0.03 + n_est=1000. Slower learning, more iterations may extract more signal from current feature set.
